,title,description,published date,url,publisher,score
78,Leeds students occupying Parkinson building claim the university rescinded its offer to meet - The Tab,Leeds students occupying Parkinson building claim the university rescinded its offer to meet  The Tab,"Fri, 08 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMiiQFodHRwczovL3RoZXRhYi5jb20vdWsvbGVlZHMvMjAyNC8wMy8wOC9sZWVkcy1zdHVkZW50cy1vY2N1cHlpbmctcGFya2luc29uLWJ1aWxkaW5nLWNsYWltLXRoZS11bml2ZXJzaXR5LXJlc2NpbmRlZC1pdHMtb2ZmZXItdG8tbWVldC01OTI1MdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://thetab.com', 'title': 'The Tab'}",3
82,Leeds students occupying Parkinson Court demand meeting with uni in protest for Palestine - The Tab,Leeds students occupying Parkinson Court demand meeting with uni in protest for Palestine  The Tab,"Thu, 07 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMihgFodHRwczovL3RoZXRhYi5jb20vdWsvbGVlZHMvMjAyNC8wMy8wNy9sZWVkcy1zdHVkZW50cy1vY2N1cHlpbmctcGFya2luc29uLWNvdXJ0LWluLXByb3Rlc3QtZm9yLXBhbGVzdGluZS1kZW1hbmQtbWVldGluZy13aXRoLXVuaS01OTIzMtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://thetab.com', 'title': 'The Tab'}",3
83,Jewish students are left feeling 'absolutely broken' after being mobbed by 100 pro-Palestine protesters who 's - Daily Mail,Jewish students are left feeling 'absolutely broken' after being mobbed by 100 pro-Palestine protesters who 's  Daily Mail,"Wed, 06 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMisQFodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvbmV3cy9hcnRpY2xlLTEzMTY1NjYxL0pld2lzaC1zdHVkZW50cy1sZWZ0LWZlZWxpbmctYWJzb2x1dGVseS1icm9rZW4tbW9iYmVkLTEwMC1wcm8tUGFsZXN0aW5lLXByb3Rlc3RlcnMtc2NyZWFtZWQtZmFjZXMtdGhyZXctb3JhbmdlLXNxdWFzaC10aGVtLmh0bWzSAbUBaHR0cHM6Ly93d3cuZGFpbHltYWlsLmNvLnVrL25ld3MvYXJ0aWNsZS0xMzE2NTY2MS9hbXAvSmV3aXNoLXN0dWRlbnRzLWxlZnQtZmVlbGluZy1hYnNvbHV0ZWx5LWJyb2tlbi1tb2JiZWQtMTAwLXByby1QYWxlc3RpbmUtcHJvdGVzdGVycy1zY3JlYW1lZC1mYWNlcy10aHJldy1vcmFuZ2Utc3F1YXNoLXRoZW0uaHRtbA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.dailymail.co.uk', 'title': 'Daily Mail'}",3
87,Students stage die-in protest for Israeli Apartheid Week - Queen's Journal,Students stage die-in protest for Israeli Apartheid Week  Queen's Journal,"Fri, 08 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LnF1ZWVuc2pvdXJuYWwuY2Evc3R1ZGVudHMtc3RhZ2UtZGllLWluLXByb3Rlc3QtZm9yLWlzcmFlbGktYXBhcnRoZWlkLXdlZWsv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.queensjournal.ca', 'title': ""Queen's Journal""}",3
89,Students and Staff Protest Moulsecoomb Weapons Factory – The Badger - The Badger,Students and Staff Protest Moulsecoomb Weapons Factory – The Badger  The Badger,"Fri, 08 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vdGhlYmFkZ2Vyb25saW5lLmNvbS8yMDI0LzAzL3N0dWRlbnRzLWFuZC1zdGFmZi1wcm90ZXN0LW1vdWxzZWNvb21iLXdlYXBvbnMtZmFjdG9yeS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://thebadgeronline.com', 'title': 'The Badger'}",3
90,"Expected Protest Congregating at Education Centre – Friday, March 8 | Hamilton-Wentworth District School Board - Hamilton-Wentworth District School Board","Expected Protest Congregating at Education Centre – Friday, March 8 | Hamilton-Wentworth District School Board  Hamilton-Wentworth District School Board","Thu, 07 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3Lmh3ZHNiLm9uLmNhL2Jsb2cvZXhwZWN0ZWQtcHJvdGVzdC1jb25ncmVnYXRpbmctYXQtZWR1Y2F0aW9uLWNlbnRyZS1mcmlkYXktbWFyY2gtOC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.hwdsb.on.ca', 'title': 'Hamilton-Wentworth District School Board'}",3
94,Student-led protests continue amidst UCD’s ongoing refusal to take a firm stance on Gaza - University Observer Online,Student-led protests continue amidst UCD’s ongoing refusal to take a firm stance on Gaza  University Observer Online,"Fri, 08 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vdW5pdmVyc2l0eW9ic2VydmVyLmllL3N0dWRlbnQtcHJvdGVzdHMtY29udGludWUtYW1pZHN0LXVjZHMtb25nb2luZy1yZWZ1c2FsLXRvLXRha2UtYS1maXJtLXN0YW5jZS1vbi1nYXphL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://universityobserver.ie', 'title': 'University Observer Online'}",3
99,"After more than two weeks, students occupying Goldsmiths building over Palestine conflict are in it for the long haul ... - EastLondonLines","After more than two weeks, students occupying Goldsmiths building over Palestine conflict are in it for the long haul ...  EastLondonLines","Fri, 08 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMinwFodHRwczovL3d3dy5lYXN0bG9uZG9ubGluZXMuY28udWsvMjAyNC8wMy9hZnRlci1tb3JlLXRoYW4tdHdvLXdlZWtzLXN0dWRlbnRzLW9jY3VweWluZy1nb2xkc21pdGhzLWJ1aWxkaW5nLW92ZXItcGFsZXN0aW5lLWNvbmZsaWN0LWFyZS1pbi1pdC1mb3ItdGhlLWxvbmctaGF1bC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.eastlondonlines.co.uk', 'title': 'EastLondonLines'}",3
8,Editorial: Dartmouth's puzzling prosecution of protesters - Valley News,Editorial: Dartmouth's puzzling prosecution of protesters  Valley News,"Fri, 15 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnZuZXdzLmNvbS9FZGl0b3JpYWwtV2h5LWlzLURhcnRtb3V0aC1zby1pbnRlbnQtb24tcHJvc2VjdXRpbmctdHdvLW5vbnZpb2xlbnQtcHJvdGVzdGVycy01NDQwNDMzNtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.vnews.com', 'title': 'Valley News'}",3
9,Pro-Palestinian protesters shut down event organized by Pro-Israel student groups at UC Berkeley - Los Angeles Times,Pro-Palestinian protesters shut down event organized by Pro-Israel student groups at UC Berkeley  Los Angeles Times,"Tue, 12 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5sYXRpbWVzLmNvbS9jYWxpZm9ybmlhL3N0b3J5LzIwMjQtMDItMjcvcHJvLXBhbGVzdGluaWFuLXByb3Rlc3RlcnMtc2h1dC1kb3duLWV2ZW50LW9yZ2FuaXplZC1ieS1qZXdpc2gtc3R1ZGVudHMtYXQtdWMtYmVya2VsZXnSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.latimes.com', 'title': 'Los Angeles Times'}",3
10,Students protest at Hebrew University of Jerusalem after the suspension of a Palestinian professor - Middle East Monitor,Students protest at Hebrew University of Jerusalem after the suspension of a Palestinian professor  Middle East Monitor,"Sat, 16 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyNDAzMTYtc3R1ZGVudHMtcHJvdGVzdC1hdC1oZWJyZXctdW5pdmVyc2l0eS1vZi1qZXJ1c2FsZW0tYWZ0ZXItdGhlLXN1c3BlbnNpb24tb2YtYS1wYWxlc3Rpbmlhbi1wcm9mZXNzb3Iv0gGSAWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDI0MDMxNi1zdHVkZW50cy1wcm90ZXN0LWF0LWhlYnJldy11bml2ZXJzaXR5LW9mLWplcnVzYWxlbS1hZnRlci10aGUtc3VzcGVuc2lvbi1vZi1hLXBhbGVzdGluaWFuLXByb2Zlc3Nvci9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.middleeastmonitor.com', 'title': 'Middle East Monitor'}",3
11,Australian students strike again to protest Israel's genocide in Gaza - WSWS,Australian students strike again to protest Israel's genocide in Gaza  WSWS,"Fri, 15 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3Lndzd3Mub3JnL2VuL2FydGljbGVzLzIwMjQvMDMvMTYvbHRvdy1tMTYuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wsws.org', 'title': 'WSWS'}",3
12,Tensions Rise at UC Santa Barbara as Faculty and Students Protest for Gaza - Santa Barbara Independent,Tensions Rise at UC Santa Barbara as Faculty and Students Protest for Gaza  Santa Barbara Independent,"Thu, 14 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvbS8yMDI0LzAzLzE0L3RlbnNpb25zLXJpc2UtYXQtdWMtc2FudGEtYmFyYmFyYS1hcy1mYWN1bHR5LWFuZC1zdHVkZW50cy1wcm90ZXN0LWZvci1nYXphL9IBeGh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvbS8yMDI0LzAzLzE0L3RlbnNpb25zLXJpc2UtYXQtdWMtc2FudGEtYmFyYmFyYS1hcy1mYWN1bHR5LWFuZC1zdHVkZW50cy1wcm90ZXN0LWZvci1nYXphLz9hbXA9MQ?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.independent.com', 'title': 'Santa Barbara Independent'}",3
17,"Tulane University pro-Palestine students protest New Orleans Bookfest, one arrested - Fight Back! Newspaper","Tulane University pro-Palestine students protest New Orleans Bookfest, one arrested  Fight Back! Newspaper","Sun, 17 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vZmlnaHRiYWNrbmV3cy5vcmcvYXJ0aWNsZXMvdHVsYW5lLXVuaXZlcnNpdHktcHJvLXBhbGVzdGluZS1zdHVkZW50cy1wcm90ZXN0LW5ldy1vcmxlYW5zLWJvb2tmZXN0LW9uZdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://fightbacknews.org', 'title': 'Fight Back! Newspaper'}",3
18,Columbia sued over school's decision to suspend 2 pro-Palestinian groups - NBC News,Columbia sued over school's decision to suspend 2 pro-Palestinian groups  NBC News,"Tue, 12 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvdXMtbmV3cy9jb2x1bWJpYS1zdWVkLXNjaG9vbHMtZGVjaXNpb24tc3VzcGVuZC0yLXBhbGVzdGluaWFuLWdyb3Vwcy1yY25hMTQzMDcw0gEraHR0cHM6Ly93d3cubmJjbmV3cy5jb20vbmV3cy9hbXAvcmNuYTE0MzA3MA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}",3
19,Pro-Palestine students protest Condoleezza Rice - The Stanford Daily,Pro-Palestine students protest Condoleezza Rice  The Stanford Daily,"Wed, 13 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vc3RhbmZvcmRkYWlseS5jb20vMjAyNC8wMy8xMy9wcm8tcGFsZXN0aW5lLXN0dWRlbnRzLXByb3Rlc3QtY29uZG9sZWV6emEtcmljZS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://stanforddaily.com', 'title': 'The Stanford Daily'}",3
20,"Lawsuits Against Columbia, Penn Fight Anti-Palestine Moves - The Intercept","Lawsuits Against Columbia, Penn Fight Anti-Palestine Moves  The Intercept","Thu, 14 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vdGhlaW50ZXJjZXB0LmNvbS8yMDI0LzAzLzE0L3BhbGVzdGluZS1wZW5uLWNvbHVtYmlhLWdhemEtcHJvdGVzdC1sYXdzdWl0cy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://theintercept.com', 'title': 'The Intercept'}",3
29,Jewish UC Berkeley students hold campus demonstration over violent pro-Palestinian counter protest - CBS San Francisco,Jewish UC Berkeley students hold campus demonstration over violent pro-Palestinian counter protest  CBS San Francisco,"Mon, 11 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5jYnNuZXdzLmNvbS9zYW5mcmFuY2lzY28vbmV3cy9qZXdpc2gtdWMtYmVya2VsZXktc3R1ZGVudHMtaG9sZC1vbi1jYW1wdXMtZGVtb25zdHJhdGlvbi1vdmVyLXZpb2xlbnQtZmVicnVhcnktY291bnRlci1wcm90ZXN0L9IBjQFodHRwczovL3d3dy5jYnNuZXdzLmNvbS9hbXAvc2FuZnJhbmNpc2NvL25ld3MvamV3aXNoLXVjLWJlcmtlbGV5LXN0dWRlbnRzLWhvbGQtb24tY2FtcHVzLWRlbW9uc3RyYXRpb24tb3Zlci12aW9sZW50LWZlYnJ1YXJ5LWNvdW50ZXItcHJvdGVzdC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cbsnews.com', 'title': 'CBS San Francisco'}",3
31,Students organize protest in opposition to violence in Palestine - Johns Hopkins News-Letter,Students organize protest in opposition to violence in Palestine  Johns Hopkins News-Letter,"Wed, 13 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmpodW5ld3NsZXR0ZXIuY29tL2FydGljbGUvMjAyNC8wMy9zdHVkZW50cy1vcmdhbml6ZS1wcm90ZXN0LWluLW9wcG9zaXRpb24tdG8tdmlvbGVuY2UtaW4tcGFsZXN0aW5l0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.jhunewsletter.com', 'title': 'Johns Hopkins News-Letter'}",3
34,UC Berkeley students and faculty reject university condemnation of protest of anti-Palestinian speaker - Mondoweiss,UC Berkeley students and faculty reject university condemnation of protest of anti-Palestinian speaker  Mondoweiss,"Sun, 10 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMiigFodHRwczovL21vbmRvd2Vpc3MubmV0LzIwMjQvMDMvdWMtYmVya2VsZXktc3R1ZGVudHMtYW5kLWZhY3VsdHktcmVzcG9uZC10by11bml2ZXJzaXR5LWNvbmRlbW5hdGlvbi1vZi1wcm90ZXN0LW9mLWFudGktcGFsZXN0aW5pYW4tc3BlYWtlci_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://mondoweiss.net', 'title': 'Mondoweiss'}",3
35,SJP and community protest BOG meeting | Mobile | thesouthend.wayne.edu - The South End,SJP and community protest BOG meeting | Mobile | thesouthend.wayne.edu  The South End,"Sun, 10 Mar 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LnRoZXNvdXRoZW5kLndheW5lLmVkdS9hcnRpY2xlXzk0YTY1ZGQ2LWRmMGMtMTFlZS05NzhlLWU3MDU5MjI0NzJhYi5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.thesouthend.wayne.edu', 'title': 'The South End'}",3
40,Columbia Sued by Student Groups Suspended Over Gaza War Protest - Bloomberg,Columbia Sued by Student Groups Suspended Over Gaza War Protest  Bloomberg,"Tue, 12 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDI0LTAzLTEyL2NvbHVtYmlhLXN1ZWQtYnktc3R1ZGVudHMtZ3JvdXBzLXN1c3BlbmRlZC1vdmVyLWdhemEtd2FyLXByb3Rlc3TSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",3
43,"Tensions reemerge on UCSC campus as dozens of pro-Israel, pro-Palestine students stage dueling rallies - Lookout Santa Cruz","Tensions reemerge on UCSC campus as dozens of pro-Israel, pro-Palestine students stage dueling rallies  Lookout Santa Cruz","Fri, 15 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMijgFodHRwczovL2xvb2tvdXQuY28vdWNzYy1pc3JhZWwtZ2F6YS13YXItdGVuc2lvbnMtcmVlbWVyZ2Utb24tdWNzYy1jYW1wdXMtYXMtZG96ZW5zLW9mLXByby1pc3JhZWwtcHJvLXBhbGVzdGluZS1zdHVkZW50cy1zdGFnZS1kdWVsaW5nLXJhbGxpZXMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://lookout.co', 'title': 'Lookout Santa Cruz'}",3
47,"Portland student walkout for Palestine March 15, 2024 - oregonlive.com - OregonLive","Portland student walkout for Palestine March 15, 2024 - oregonlive.com  OregonLive","Fri, 15 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3Lm9yZWdvbmxpdmUuY29tL2dhbGxlcmllcy9aVjZWNjM0T0pWSDY3TkVZWldaS1dNWU9QQS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.oregonlive.com', 'title': 'OregonLive'}",3
49,"Harvard medical students, faculty protest American Medical Association stance on Gaza - The Boston Globe","Harvard medical students, faculty protest American Medical Association stance on Gaza  The Boston Globe","Fri, 15 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmJvc3Rvbmdsb2JlLmNvbS8yMDI0LzAzLzE1L21ldHJvL2dhemEtcGFsZXN0aW5lLWlzcmFlbC1oYXJ2YXJkLXByb3Rlc3QtbWVkaWNhbC1zY2hvb2wv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bostonglobe.com', 'title': 'The Boston Globe'}",3
50,Columbia SJP Releases Leaked Audio Recordings Of University Officials Discussing Student Protests - Bwog,Columbia SJP Releases Leaked Audio Recordings Of University Officials Discussing Student Protests  Bwog,"Tue, 12 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vYndvZy5jb20vMjAyNC8wMy9jb2x1bWJpYS1zanAtcmVsZWFzZXMtbGVha2VkLWF1ZGlvLXJlY29yZGluZ3Mtb2YtdW5pdmVyc2l0eS1vZmZpY2lhbHMtZGlzY3Vzc2luZy1zdHVkZW50LXByb3Rlc3RzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://bwog.com', 'title': 'Bwog'}",3
52,Columbia University sued for suspending student groups over pro-Palestine protests - The Hill,Columbia University sued for suspending student groups over pro-Palestine protests  The Hill,"Tue, 12 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiggFodHRwczovL3RoZWhpbGwuY29tL2hvbWVuZXdzL2VkdWNhdGlvbi80NTI3NDYyLWNvbHVtYmlhLXVuaXZlcnNpdHktc3VlZC1mb3Itc3VzcGVuZGluZy1zdHVkZW50LWdyb3Vwcy1vdmVyLXByby1wYWxlc3RpbmUtcHJvdGVzdHMv0gGGAWh0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3MvZWR1Y2F0aW9uLzQ1Mjc0NjItY29sdW1iaWEtdW5pdmVyc2l0eS1zdWVkLWZvci1zdXNwZW5kaW5nLXN0dWRlbnQtZ3JvdXBzLW92ZXItcHJvLXBhbGVzdGluZS1wcm90ZXN0cy9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://thehill.com', 'title': 'The Hill'}",3
55,Buffalo students and faculty protest against school's support for Israeli 'genocide' - Campus Reform,Buffalo students and faculty protest against school's support for Israeli 'genocide'  Campus Reform,"Wed, 13 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmNhbXB1c3JlZm9ybS5vcmcvYXJ0aWNsZS9idWZmYWxvLXN0dWRlbnRzLWZhY3VsdHktcHJvdGVzdC1zY2hvb2xzLXN1cHBvcnQtaXNyYWVsaS1nZW5vY2lkZS8yNDk4ONIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.campusreform.org', 'title': 'Campus Reform'}",3
59,NYCLU sues Columbia over suspension of pro-Palestinian student groups amid Gaza protests - New York Daily News,NYCLU sues Columbia over suspension of pro-Palestinian student groups amid Gaza protests  New York Daily News,"Tue, 12 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5ueWRhaWx5bmV3cy5jb20vMjAyNC8wMy8xMi9ueWNsdS1zdWVzLWNvbHVtYmlhLW92ZXItc3VzcGVuc2lvbi1vZi1wcm8tcGFsZXN0aW5pYW4tc3R1ZGVudC1ncm91cHMtYW1pZC1nYXphLXByb3Rlc3RzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nydailynews.com', 'title': 'New York Daily News'}",3
60,Bombshell antisemitism report details Columbia University’s lax approach to protest policies: ‘Serious concerns’ - New York Post,Bombshell antisemitism report details Columbia University’s lax approach to protest policies: ‘Serious concerns’  New York Post ,"Fri, 15 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vbnlwb3N0LmNvbS8yMDI0LzAzLzE1L3VzLW5ld3MvY29sdW1iaWEtdW5pdmVyc2l0eS1ibGFzdC1mb3ItbGF4LXByb3Rlc3QtcG9saWNpZXMtaW4tYW50aXNlbWl0aXNtLXJlcG9ydC_SAXRodHRwczovL255cG9zdC5jb20vMjAyNC8wMy8xNS91cy1uZXdzL2NvbHVtYmlhLXVuaXZlcnNpdHktYmxhc3QtZm9yLWxheC1wcm90ZXN0LXBvbGljaWVzLWluLWFudGlzZW1pdGlzbS1yZXBvcnQvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://nypost.com', 'title': 'New York Post'}",3
63,Students for A Free Palestine Hold Demonstrations During Board of Trustees Visit to Campus - The Oberlin Review,Students for A Free Palestine Hold Demonstrations During Board of Trustees Visit to Campus  The Oberlin Review,"Fri, 15 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMigAFodHRwczovL29iZXJsaW5yZXZpZXcub3JnLzMyNDI2L25ld3Mvc3R1ZGVudHMtZm9yLWEtZnJlZS1wYWxlc3RpbmUtaG9sZC1kZW1vbnN0cmF0aW9ucy1kdXJpbmctYm9hcmQtb2YtdHJ1c3RlZXMtdmlzaXQtdG8tY2FtcHVzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://oberlinreview.org', 'title': 'The Oberlin Review'}",3
66,Macron condemns 'anti-Semitic' remarks at pro-Palestinian university protest - RFI English,Macron condemns 'anti-Semitic' remarks at pro-Palestinian university protest  RFI English,"Thu, 14 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnJmaS5mci9lbi9mcmFuY2UvMjAyNDAzMTQtbWFjcm9uLWNvbmRlbW5zLWFudGktc2VtaXRpYy1yZW1hcmtzLWF0LXVuaXZlcnNpdHktcy1wcm8tcGFsZXN0aWFuLXByb3Rlc3TSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.rfi.fr', 'title': 'RFI English'}",3
75,Stanford activists disrupt 'Family Weekend' event with anti-Israeli chants - Campus Reform,Stanford activists disrupt 'Family Weekend' event with anti-Israeli chants  Campus Reform,"Tue, 12 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmNhbXB1c3JlZm9ybS5vcmcvYXJ0aWNsZS9zdGFuZm9yZC1hY3RpdmlzdHMtZGlzcnVwdC1mYW1pbHktd2Vla2VuZC1ldmVudC1hbnRpLWlzcmFlbGktY2hhbnRzLzI0OTI00gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.campusreform.org', 'title': 'Campus Reform'}",3
79,Students stage protest in Paris against Israeli attacks in Gaza - Anadolu Agency | English,Students stage protest in Paris against Israeli attacks in Gaza  Anadolu Agency | English,"Thu, 14 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9ldXJvcGUvc3R1ZGVudHMtc3RhZ2UtcHJvdGVzdC1pbi1wYXJpcy1hZ2FpbnN0LWlzcmFlbGktYXR0YWNrcy1pbi1nYXphLzMxNjM4OTDSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.aa.com.tr', 'title': 'Anadolu Agency | English'}",3
83,Pro-Palestinian demonstration at top Paris university: Macron condemns 'intolerable' remarks - Le Monde,Pro-Palestinian demonstration at top Paris university: Macron condemns 'intolerable' remarks  Le Monde ,"Wed, 13 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMinAFodHRwczovL3d3dy5sZW1vbmRlLmZyL2VuL2ZyYW5jZS9hcnRpY2xlLzIwMjQvMDMvMTMvcHJvLXBhbGVzdGluaWFuLWRlbW9uc3RyYXRpb24tYXQtdG9wLXBhcmlzLXVuaXZlcnNpdHktbWFjcm9uLWNvbmRlbW5zLWludG9sZXJhYmxlLXJlbWFya3NfNjYxNTM1Ml83Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.lemonde.fr', 'title': 'Le Monde'}",3
87,Student occupiers 'locked in' Parkinson Building confirm they can leave 'through fire exit' - The Tab,Student occupiers 'locked in' Parkinson Building confirm they can leave 'through fire exit'  The Tab,"Tue, 12 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMigAFodHRwczovL3RoZXRhYi5jb20vdWsvbGVlZHMvMjAyNC8wMy8xMi9zdHVkZW50LW9jY3VwaWVycy1jb25maXJtLXRoZXktY2FuLWxlYXZlLXRoZS1wYXJraW5zb24tYnVpbGRpbmctdGhyb3VnaC1hLWZpcmUtZXhpdC01OTI2ONIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://thetab.com', 'title': 'The Tab'}",3
89,"CAMPUS WATCH: Anti-Israel students protest RBC's university branches, demand eviction - True North","CAMPUS WATCH: Anti-Israel students protest RBC's university branches, demand eviction  True North","Fri, 15 Mar 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vdG5jLm5ld3MvMjAyNC8wMy8xNS9jYW1wdXMtd2F0Y2gtYW50aS1pc3JhZWwtcmJjcy1icmFuY2hlczEv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://tnc.news', 'title': 'True North'}",3
